,Restaurant,Reviewer,Review,Rating,Metadata,Time,Pictures,7514
98,Beyond Flavours,Yaswanth Chowdary,"Pathetic and horrible experience
Ambience and hospitality 1
Food 1
chairs and tables were broken food is cold and tasteless
Buffet arrangement is not good could be a bit more spacious",2,"4 Reviews , 56 Followers",5/3/2019 11:40,0,
99,Beyond Flavours,Aditya,Ahmed was serving us. Polite and very cooperative staff..Amazing food and Ambience..Veg gilaffi Kabab and Lasgna was a must try..Loved overall experience....,4,"4 Reviews , 46 Followers",5/2/2019 23:28,1,
100,Paradise,Subodh Deshmukh,Paradise Biryani is really good service also good staff friendly ambiance nice I had chicken Biryani and mutton Biryani both are good thank you,5,"1 Review , 1 Follower",5/25/2019 16:50,0,
101,Paradise,BIBHU BHUSHAN SINHA,"Chiken biryani is very good and
Spcal chiken cary is very good and testy food
And
So enjoy the food and
Next time visiting again with my family and friends",5,"1 Review , 1 Follower",5/25/2019 16:33,0,
102,Paradise,Behara Venkatasiva,"Very good hospitality,good ambiance and very good food ,v good facility of packing biriyani to long distances good place to visit mainly for Hyderabad biriyani",5,"1 Review , 1 Follower",5/25/2019 16:20,0,
103,Paradise,Veera Babu,"Good Food and Tasty, better to have music while having food, better have quick response...and everything other than these are good. And good environment",5,"1 Review , 2 Followers",5/25/2019 15:02,0,
104,Paradise,KADIYAM MOUNIKA,Goodtaste...ever.... paradise makes magic.chefs will gladly prepare it the way u prefer. They are nice to serve everyone...this is the world best biryani.,5,1 Review,5/25/2019 14:58,0,
105,Paradise,Chaitu Gowd,Food quality is good..but some.takes more time when the food arrives.but food taste was too good..staff was good..perfect for family for lunch or dinner...enjoy,4,1 Review,5/25/2019 14:56,0,
106,Paradise,Sk Saleem,"Tasty food with good service , enjoyed a lot at paradise, quick response from the providers , fast delivery,tasty food ,good place ,good for economic people",5,1 Review,5/25/2019 14:54,0,
107,Paradise,Shiva Boddu,Ordered one chicken and one mutton biryani and it was very good. Paradise is definitly a great restaurant for biryani. Restaurant ambinence is good along with quick service.,5,1 Review,5/25/2019 14:32,0,
108,Paradise,Sandeep Kiran,"Always the best , my all time favorite food, biryani ka baap , every time I visit I feel something special, I almost visited 20 times , simply the best",4,"1 Review , 13 Followers",5/25/2019 13:25,0,
109,Paradise,Sumanvarma984975,Good taste and love to visit again ...... With my family and friends... Hopefully enjoyed the taste of biryani.... And make this happens every time,5,"1 Review , 1 Follower",5/25/2019 13:02,0,
110,Paradise,Murli Aadepu,"As usual the food is always good - world famous biryani.
I love to eat Paradise Biryani where ever i am.
Service n Ambiance are also very good.",5,1 Review,5/24/2019 22:36,0,
111,Paradise,SAI KARTHIK BURANPUR,"We ordered tandoori chicken as starters that's very tasty and light and then butter naan with mutton masala and as main course we ordered chicken biryani, egg and mutton biryani those are very very tasty and light mutton piecs cooked with perfection",4,"1 Review , 1 Follower",5/24/2019 22:20,0,
112,Paradise,M.S. VELAN,"Very fri approach and services, especially by Shri Krishan. Very excellent service rendered. Dishes are very tasty. Like to visit again and will recommend to friends.",5,"1 Review , 1 Follower",5/24/2019 22:15,0,
113,Paradise,Moulika Reddy,"Order: drumsticks and chicken biryani

Just awesome taste and good service

5* rating

Good response from service boys and good serving

Good seating",5,"1 Review , 2 Followers",5/24/2019 21:39,0,
114,Paradise,Yash Ashwin,The food and the hospitality of the staff is amazing and the service was very fast ambience of the place is really good i really recommened everyone to try kadai chicken,5,"1 Review , 1 Follower",5/24/2019 21:34,0,
115,Paradise,Ajaygoud,Service was good and food also good ambiance good I had chicken biriyani and egg biriyani both are really good nice service with good food overall good,5,"1 Review , 1 Follower",5/24/2019 21:17,0,
116,Paradise,Laxmikanth M,"I ordered Chicken biryani and egg biriyani. Food is awesome, very nice place and great ambitious. Will definitely come again next time and service is too good....",5,"1 Review , 1 Follower",5/24/2019 21:17,0,
117,Paradise,Venu Gopal,"Friendly. Nice service chicken biryani is delicious
Curry bowl design nice... Nice temp nice as cooling nice tooth pics nice spot for selfie nice restaurant settings",5,2 Reviews,5/24/2019 20:32,0,
118,Paradise,Milan Malkiya,Very nice and humble staff. Very tasty biryani. Many people told me that try another place but paradise is truly paradise for biryani lovers.,5,"6 Reviews , 7 Followers",5/24/2019 20:12,0,
119,Paradise,Kavya Rastogi,Nice restaurant with friendly and courteous staff and variety of options to choose from. The curry and raita are really good. There are some good options for veggies also that they can try.,4,"4 Reviews , 76 Followers",5/24/2019 16:52,0,
120,Paradise,Swèét Søñu,Food is good and the staff is very humble. Had a great time with my people 😍good service good food nise ambiance no 1 biriyani in hybd not hybd in india,5,"1 Review , 1 Follower",5/24/2019 16:34,0,
121,Paradise,Jhansi Kodali Jhanu,"Haleem is good.
Egg biryani is also tasty when compared to other places and
Service is very good and
So I am happy
Next time visiting again soon with my friends",4,"1 Review , 1 Follower",5/24/2019 15:18,0,
122,Paradise,Sai Vamsi Krishna G,"Haleem is very good a d
Chiken biryani is very good and
Nice place in paradise gachibowli so I am happy 😊
Next time visiting again with my friends",5,"1 Review , 1 Follower",5/24/2019 15:14,0,
123,Paradise,Chandrakanth Rachakonda,"I have ordered 2 special chicken biryani's and received two ordinary biryani's with bones! This is a big time disappointment. This place was known for its Biryani and now I feel like I have had a worst biryani.

It costed 400 bucks each and receiving the same 200 bucks biryani has been my worst experience.",1,"2 Reviews , 3 Followers",5/24/2019 14:22,1,
124,Paradise,Vijaykumar123,"Very nice taste and good maintenance.
Nizam chicken biryani too good.
Pepper chicken very tasty
Service is very fast and good receiving
Please visit for tasty food",5,"1 Review , 1 Follower",5/24/2019 12:35,0,
125,Paradise,Si Reddy,"The parans is very good and
Ege biryani is very good and
Service is very good and
Next time visit again with my friends and family lastly thank you",5,"1 Review , 1 Follower",5/23/2019 22:21,0,
126,Paradise,Arko Guha,"Very nice place to eat, great food and great service.
Value for money. Great ambience.
Highly recommended.
Prices a bit high.
But definitely worth it",5,"2 Reviews , 2 Followers",5/23/2019 21:10,0,
127,Paradise,Divya Mani,Good food and good service. Good options for vegetarians also. Desserts are very tasty. Ambience is also neat and the place looks very hygienic,4,"25 Reviews , 15 Followers",5/23/2019 14:20,0,
128,Paradise,Ksj J,"Ege biriyani is very good and
Service is very good and
Nice place in paradise gachibowli
So I am happy next time visit again with my friends and family",5,"1 Review , 5 Followers",5/23/2019 13:56,0,
129,Paradise,Arpit Nigam,The food was especially haleem. People who hate mutton smell but wanted to taste haleem can go try this restaurant. Service and ambience was cool.,5,"1 Review , 1 Follower",5/22/2019 23:01,0,
130,Paradise,Santu Jinaga,"Chicken biriyani is very good and service is very good and
Nice place so I am happy and enjoy the food
And
Next time visit again with my family and friends",5,"1 Review , 7 Followers",5/22/2019 22:58,0,
131,Paradise,Ramesh Elluri,"The chicken biriyani is very good and
Nice place in paradise gachibowli
And service is very good
So nice and enjoy the food. Next time visit again soon with my friends",5,"1 Review , 1 Follower",5/22/2019 22:55,0,
132,Paradise,Nitesh,"Awesome biryani and kebabs. Apollo fish is the best one here.
Clean and hygienic food.
Courteous staff and prompt service response.
Keep up the good work.",5,0 Reviews,5/22/2019 22:55,0,
133,Paradise,Rohit Paradesi,Nice staff food is good and tasty....ambience is good..service is good and staff is very polite with customers......overall food is great woowwwwwww,5,"1 Review , 30 Followers",5/22/2019 22:40,0,
134,Paradise,Lenin Ramtenki,"It's very nice place to enjoy the food. Servive is very good and food is delicious. Decent ambience, good place to enjoy the nizamis food in hyderabad.",4,"2 Reviews , 1 Follower",5/22/2019 21:59,0,
135,Paradise,Mandeep,Awesome service by Rajesh and team very tasty food and brevage keep rocking guys now it become my favourite place .Love to come back again...,5,2 Reviews,5/22/2019 20:51,0,
136,Paradise,Gaurab Biswas,"It's a really delicious though not much spicy, good to grab on the go and must try if ur looking for some good non veg stuff and also you can get to experience good ambience",5,"1 Review , 1 Follower",5/22/2019 20:45,0,
137,Paradise,Surendra Sethi,"Very bad dine in experience I had with this restaurant. We booked this place for office lunch with some instructions, but none of them met by the restaurant. Overall very bad experience",1,3 Reviews,5/22/2019 17:22,0,
138,Paradise,Ganges Rahul,As always the best food and service :) and chicken 65 is very good and chicken Biryani is very good and nice place soo enjoy the food lastly so thank you,5,"2 Reviews , 4 Followers",5/22/2019 16:34,0,
139,Paradise,Bhuvan Vankayalapati,Very good service and excellent food chicken biryani mutton biryani both are good ambience also very nice good staff overall good food good service happy time,5,1 Review,5/22/2019 15:56,0,
140,Paradise,Noor Mohammed Zubair,"Taste: there was huge hype about biryani hence I tried it, didn't find the taste up-to par, not really happy with the food taste.
Ambience: the place was well versed but not calming enough to keep you concentrated on food. The AC wasn't working properly which led to uneasy food experience.
Service: it was alright. Don't have much to talk about it!",3,"45 Reviews , 48 Followers",5/22/2019 12:46,0,
141,Paradise,Rama Teja,"Mutton biryani was very good.
And
Service was very good and
Nice place in paradise gachibowli
And
Next time visiting again with my family and friends",5,"0 Reviews , 1 Follower",5/21/2019 22:09,0,
